date,temp_anom,cpi,oil,pce_nom,unemploy,pop,y10,sp500,div,gold,infl,dloil,pce_real,act,unrate,dy10,ret_eq,ret_bond,ret_gold,temp_shock
1982-01-01,-0.0335,94.3,,1997.4,9397.0,231157.0,14.59,117.3,6.66,384.14,3.8236888432894744,,21.1813361611877,0.05755412400061388,4.065202438169729,0.8699999999999992,-5.239871232400895,-6.13530740360745,-6.855598569690091,-0.26548669265527347
1982-02-01,0.0625,94.6,,2021.4,9705.0,231313.0,14.43,114.5,6.69,374.13,3.8115437021044585,,21.36786469344609,0.87677194131075,4.195613735501247,-0.16000000000000014,-2.2479038672948977,2.1782046914912963,-2.9580025294360546,-0.17003789290555582
1982-03-01,-0.1403,94.5,,2024.4,9895.0,231470.0,13.86,110.8,6.72,330.25,-1.2691698697619103,,21.422222222222224,0.25406612574960796,4.27485203266082,-0.5700000000000003,-2.674898485004994,5.8682641558134945,-12.369574564019636,-0.3733890931558381
1982-04-01,0.0195,94.9,,2027.2,10244.0,231645.0,13.87,116.3,6.75,350.3,5.068645339422062,,21.361433087460483,-0.28417008892334117,4.422284098512811,0.009999999999999787,4.904738458806568,0.6526128883814964,5.471611568482171,-0.21414029340612048
1982-05-01,0.0871,95.8,,2045.9,10335.0,231809.0,13.62,116.4,6.78,333.71,11.326775233118624,,21.35594989561587,-0.025671946602656703,4.458411882196119,-0.25,-0.373729413982029,2.2119353972401146,-5.795655721978754,-0.14709149365640267
1982-06-01,-0.0038,97.0,,2050.2,10538.0,231992.0,14.3,109.7,6.81,314.98,14.937952231882079,,21.136082474226804,-1.034873463904784,4.542398013724611,0.6800000000000015,-6.657159693451907,-5.549829352656852,-7.021150112471997,-0.238542693906685
1982-07-01,0.0735,97.5,,2075.1,10849.0,232188.0,13.95,109.4,6.82333,338.97,6.169679400502304,,21.283076923076923,0.6930596424929103,4.672506761762021,-0.3500000000000014,-0.26957977715804865,3.4775267166248196,6.826106364241191,-0.16179389415696732
1982-08-01,-0.0481,97.7,,2083.7,10881.0,232392.0,13.06,109.7,6.83667,364.23,2.4590172539230792,,21.327533265097234,0.2086633256570103,4.6821749457812665,-0.8899999999999988,0.5869316184318175,8.0775818955064,6.9824747289793265,-0.28394509440724963
1982-09-01,0.012,97.9,,2108.9,11217.0,232599.0,12.34,122.4,6.85,437.31,2.4539885852725263,,21.541368743615934,0.997633445383661,4.822462693304787,-0.7200000000000006,11.215284211309175,6.6438342845606275,18.081179904230993,-0.22439629465753197
1982-10-01,0.0387,98.2,,2130.7,11529.0,232816.0,10.91,132.7,6.85667,422.15,3.6715989887465383,,21.697556008146638,0.7224413869646451,4.951979245412686,-1.4299999999999997,8.203353333638615,12.162366750937787,-3.834129046247714,-0.19824749490781418
1982-11-01,0.0274,98.0,,2154.7,11938.0,232993.0,10.55,138.1,6.86333,414.89,-2.446484027817064,,21.986734693877548,1.323967518871516,5.123759082890902,-0.35999999999999943,4.60588251148489,3.9930403356514175,-1.5308539570601631,-0.2100986951580965
1982-12-01,0.2765,97.6,,2167.4,12051.0,233160.0,10.54,139.4,6.87,444.5,-4.907982301830316,,22.206967213114755,0.9966775030232355,5.168553782810087,-0.010000000000001563,1.7557899579536067,1.3681651918192057,7.302661535042443,0.03845010459162118
1983-01-01,0.3576,97.8,,2180.1,11534.0,233322.0,10.46,144.3,6.88333,481.29,2.4565003460697454,,22.291411042944784,0.37953711800802203,4.9433829643154095,-0.0799999999999983,3.6467130939882244,1.3136249711608408,7.747286045541024,0.11899890434133881
1983-02-01,0.3326,97.9,,2183.1,11545.0,233473.0,10.72,146.8,6.89667,491.09,1.2263669948310962,,22.29928498467824,0.035316523475747985,4.944897268634917,0.2599999999999998,2.0062037628590663,-1.3105305829025895,1.91354388594549,0.09344770409105663
1983-03-01,0.2453,97.9,,2208.6,11408.0,233613.0,10.51,151.9,6.91,419.7,0.0,,22.559754851889682,1.1612945591879864,4.883289885408774,-0.21000000000000085,3.7934997364007317,2.57333333333334,-15.708724004669694,0.005596503840774286
1983-04-01,0.1735,98.6,,2231.8,11268.0,233781.0,10.4,157.7,6.92,432.88,8.54965448654994,,22.634888438133878,0.3324892066445706,4.819895543264851,-0.10999999999999943,3.3997434896230825,1.0433621261208337,2.379567092281043,-0.06675469640950804
1983-05-01,0.2194,99.2,,2251.0,11154.0,233922.0,10.38,164.1,6.93,438.01,7.280103218685596,,22.691532258064516,0.24993744728938339,4.768256085361787,-0.019999999999999574,3.7227769178233685,0.4199913984428637,0.5714435149331898,-0.02140589665979034
1983-06-01,0.1631,99.5,,2280.8,11246.0,234118.0,10.85,166.4,6.94,412.84,3.623555848463411,,22.922613065326637,1.0132066818010266,4.803560597647341,0.46999999999999886,1.436843551099936,-3.196962987371942,-6.220126234203693,-0.07825709691007268
1983-07-01,0.1102,99.9,,2309.0,10548.0,234307.0,11.38,167.0,6.96,402.91,4.814449787953379,,23.113113113113112,0.8276230266072382,4.501786118212431,0.5300000000000011,0.3054279308071085,-3.7370374823294568,-2.8358938243800758,-0.13170829716035487
1983-08-01,0.2801,100.2,,2324.8,10623.0,234501.0,11.85,162.4,6.98,416.2,3.5982035955072433,,23.201596806387226,0.3820980465266466,4.5300446479972365,0.46999999999999886,-2.73545953696004,-3.1115169662922613,2.9454199019385285,0.0376405025893628
1983-09-01,0.323,100.7,,2339.1,10282.0,234701.0,11.65,167.2,7.0,411.8,5.973133288503263,,23.22840119165839,0.1154615093893252,4.380893136373514,-0.1999999999999993,2.763342570599229,2.0897388926247227,-1.5605730439597565,0.07998930233908047
1983-10-01,0.1115,101.0,,2361.8,9887.0,234907.0,11.54,167.7,7.03,393.6,3.5696605400914905,,23.384158415841586,0.6683083066774564,4.208899692218623,-0.11000000000000121,0.3498504802319872,1.5533616216590524,-4.81773465323343,-0.13206189791120188
1983-11-01,0.2418,101.2,,2370.4,9499.0,235078.0,11.69,165.2,7.06,381.7,2.3738880145266705,,23.42292490118577,0.16564370800682404,4.040786462365683,0.15000000000000036,-1.3443034518564418,-0.4361573345438921,-3.2678445439019654,-0.0023130981614842006
1983-12-01,0.092,101.3,,2397.9,9331.0,235235.0,11.83,164.4,7.09,388.34,1.1851852815265573,,23.671273445212243,1.0546982639455305,3.9666716262460944,0.14000000000000057,-0.22545986863917222,-0.24459877346055103,1.625863041385145,-0.1526642984117664
1984-01-01,0.1521,101.9,,2423.8,9008.0,235385.0,11.67,166.4,7.12,370.89,7.086634768850075,,23.786064769381746,0.48376732602624095,3.826921851434883,-0.16000000000000014,0.9745879864122363,1.6752804359291613,-5.188125085340367,-0.09311549866204871
1984-02-01,0.0236,102.4,,2408.1,8791.0,235527.0,11.84,157.3,7.15,385.96,5.873726852073702,,23.516601562499996,-1.1393274105474749,3.732480777150815,0.16999999999999993,-5.735376785969804,-0.876977237672808,3.493344208850946,-0.22216669891233104
1984-03-01,0.1444,102.6,,2436.4,8746.0,235675.0,12.32,157.4,7.18,394.26,2.3414641575140394,,23.74658869395712,0.9732265025427456,3.711042749549167,0.4800000000000004,0.24784542526301534,-3.048455346459506,1.9325632854386932,-0.10191789916261337
1984-04-01,0.0094,103.1,,2462.6,8762.0,235839.0,12.63,157.6,7.22333,381.37,5.833749943494482,,23.885548011639187,0.5834704110196487,3.715246418107268,0.3100000000000005,0.022055028474182725,-1.9394791619578775,-3.8102015928775046,-0.2374690994128956
1984-05-01,0.2124,103.4,,2479.8,8456.0,235993.0,13.41,156.6,7.26667,377.4,3.4866852616971755,,23.982591876208897,0.4054638335555971,3.5831571275419187,0.7799999999999994,-0.5411526653386751,-5.478057105141426,-1.3369970612266968,-0.035020299663177906
1984-06-01,-0.0392,103.7,,2501.2,8226.0,236160.0,13.56,153.1,7.31,377.7,3.476583793383625,,24.11957569913211,0.5695551786248032,3.4832317073170733,0.15000000000000036,-2.152964796037416,-0.372215316115305,-0.2102556377191256,-0.28717149991346025
1984-07-01,0.0212,104.1,,2500.5,8537.0,236348.0,13.36,151.1,7.33333,347.71,4.619832462530127,,24.020172910662826,-0.4129765219625714,3.6120466430856193,-0.20000000000000107,-1.2963037232084633,2.3450139614558307,-8.65812910779562,-0.22732270016374256
1984-08-01,0.0912,104.5,,2518.4,8519.0,236549.0,12.72,164.4,7.35667,347.7,4.602114940730573,,24.09952153110048,0.3297971580182857,3.6013680040921754,-0.6399999999999988,8.424763197025326,5.849823754939109,-0.386385579602333,-0.15787390041402488
1984-09-01,0.1235,105.0,,2540.3,8367.0,236760.0,12.52,166.1,7.38,340.2,5.727934503189047,,24.193333333333335,0.38851262985963864,3.5339584389254943,-0.20000000000000107,0.9210006337472807,2.182672124734254,-2.6579637804712064,-0.1261251006643071
1984-10-01,0.0365,105.3,,2538.2,8381.0,236976.0,12.16,164.8,7.43,341.0,3.4236827788877378,,24.10446343779677,-0.368008488068039,3.536645061103234,-0.35999999999999943,-0.6960429032444654,3.6380264350926836,-0.05042716606507014,-0.21367630091458942
1984-11-01,-0.0607,105.3,,2578.6,8198.0,237159.0,11.57,166.3,7.48,342.0,0.0,,24.48812915479582,1.579144760067308,3.4567526427417894,-0.5899999999999999,1.280200769472776,5.7333333333333325,0.29282597790878384,-0.3114275011648717
1984-12-01,-0.162,105.3,,2590.0,8358.0,237316.0,11.5,164.5,7.53,319.54,0.0,,24.59639126305793,0.4411259716846416,3.521886429907802,-0.07000000000000028,-0.7075483425581922,1.524166666666669,-6.792827546317959,-0.4132787014151541
1985-01-01,0.1122,105.5,,2626.3,8423.0,237468.0,11.38,171.6,7.57333,302.79,2.2770405314300746,,24.893838862559242,1.202060206127431,3.5470042279380802,-0.11999999999999922,4.402913855396037,1.7285799557141541,-5.57404994567392,-0.1396299016654364
1985-02-01,-0.1042,106.0,,2648.6,8321.0,237602.0,11.51,180.9,7.61667,299.1,5.673769435134801,,24.986792452830187,0.3727045765868908,3.5020748983594414,0.129999999999999,5.155261569789784,-0.5644807862612252,-1.6989671478921053,-0.3565811019157186
1985-03-01,0.0381,106.4,,2656.8,8339.0,237732.0,11.86,179.4,7.66,313.5,4.519779354572506,,24.969924812030076,-0.06752902258040372,3.5077313950162368,0.34999999999999964,-0.8541084016946076,-2.2174816128810395,4.325491164159612,-0.21483230216600094
1985-04-01,-0.001,106.9,,2668.4,8395.0,237900.0,11.43,180.6,7.68667,326.8,5.6258893481462735,,24.961646398503273,-0.033159035063201614,3.528793610760824,-0.4299999999999997,0.5518995881955125,3.9595092209878087,3.686076178941722,-0.25448350241628326
1985-05-01,0.0621,107.3,,2705.9,8302.0,238074.0,10.85,184.9,7.71333,316.0,4.481797926784026,,25.218080149114634,1.0220700691866202,3.4871510538740056,-0.5800000000000001,2.326598934236953,5.219016839434665,-3.7340981004589047,-0.1919347026665656
1985-06-01,0.1182,107.6,,2699.3,8460.0,238270.0,10.16,188.9,7.74,316.5,3.3503977092376402,,25.086431226765804,-0.5234092104241306,3.5505938641037478,-0.6899999999999995,2.201932686601073,6.144966857563526,-0.12109700937124046,-0.1363859029168478
1985-07-01,-0.0265,107.8,,2725.9,8513.0,238466.0,10.31,192.5,7.77333,317.2,2.2284128966557404,,25.286641929499073,0.794915793096207,3.5699009502402856,0.15000000000000036,2.0380797190324467,-0.539034408054648,0.035223742924817,-0.28163710316713014
1985-08-01,0.1386,108.0,,2762.7,8196.0,238679.0,10.33,188.3,7.80667,330.4,2.2242823791874144,,25.580555555555552,1.1556244948263128,3.4339007621114552,0.019999999999999574,-2.046435089065669,0.5138098017343856,3.8917983236807174,-0.11708830341741244
1985-09-01,0.1149,108.3,,2805.6,8248.0,238898.0,10.37,184.1,7.84,323.35,3.3287122592696505,,25.905817174515235,1.2635030547812232,3.4525194853033514,0.03999999999999915,-2.178876048064333,0.26344064506086934,-2.4342640636945134,-0.14133950366769477
1985-10-01,0.0347,108.7,,2767.1,8298.0,239113.0,10.24,186.2,7.86,325.85,4.4239681442629575,,25.45630174793008,-1.7504219588234005,3.4703257455679952,-0.129999999999999,1.1167186646914384,1.5355026546447454,0.40151847655680584,-0.22209070391797708
1985-11-01,0.0125,109.0,,2782.7,8128.0,239307.0,9.78,197.5,7.88,321.5,3.307305722375631,,25.529357798165137,0.2865750914407883,3.396473985299218,-0.46000000000000085,5.948051067091067,4.257724523135371,-1.6195697202695314,-0.2448419041682593
1985-12-01,0.0522,109.3,,2822.8,8138.0,239477.0,9.26,207.3,7.9,321.9,3.298215544019456,,25.826166514181153,1.155910779898539,3.3982386617503977,-0.5199999999999996,4.885064182713751,4.700148704665041,-0.1505118326260657,-0.20569310441854163
1986-01-01,0.1133,109.6,,2838.3,7795.0,239638.0,9.19,208.2,7.94,347.48,3.2891751977068395,,25.89689781021898,0.27350019204108733,3.2528230080371228,-0.07000000000000028,0.4764152073404902,1.0575687335244321,7.37251917555346,-0.14514430466882394
1986-02-01,0.303,109.3,,2831.2,8402.0,239788.0,8.7,219.4,7.98,338.89,-3.2891751977068395,,25.903019213174748,0.023634798416738434,3.5039284701486313,-0.4900000000000002,5.8164780410271035,4.9599312664755715,-2.229055911190958,0.04400449508089371
1986-03-01,0.1312,108.8,,2834.7,8383.0,239928.0,7.78,232.3,8.02,345.7,-5.50207291278042,,26.05422794117647,0.5820522186086752,3.4939648561235037,-0.919999999999999,6.45910488082026,8.543506076065027,2.448083673984147,-0.1283467051693886
1986-04-01,0.1268,108.6,,2846.5,8364.0,240094.0,7.3,238.0,8.04667,340.44,-2.207912306409554,,26.21086556169429,0.599398485645386,3.4836355760660407,-0.4800000000000004,2.8894460696473456,4.672326025534133,-1.3492521396810453,-0.13329790541967082
1986-05-01,0.1379,108.9,,2869.0,8439.0,240271.0,7.71,238.5,8.07333,342.4,3.3103469268958463,,26.345270890725434,0.5114745151148625,3.512284045931469,0.41000000000000014,0.2156913051350913,-2.947528910574655,0.29821232197466685,-0.12274910566995315
1986-06-01,0.0373,109.5,,2873.5,8508.0,240459.0,7.8,245.3,8.1,342.7,6.5934231811692,,26.24200913242009,-0.39272573512092457,3.5382331291405187,0.08999999999999986,2.536607510579234,-0.6269519317640988,-0.4618734704664895,-0.22390030592023547
1986-07-01,0.0381,109.5,,2893.4,8319.0,240651.0,7.3,240.2,8.14333,348.34,0.0,,26.423744292237444,0.6901482247693824,3.456873231359936,-0.5,-1.818883415619445,4.65,1.6323585423076103,-0.2236515061705178
1986-08-01,0.0875,109.7,,2911.1,8135.0,240854.0,7.17,245.0,8.18667,376.66,2.1897816295552985,,26.536918869644484,0.4273917391672377,3.3775648318068208,-0.1299999999999999,2.0742194741553406,1.4658515308703906,7.63390914383324,-0.1748027064208
1986-09-01,0.0207,110.2,,2984.6,8310.0,241068.0,7.45,238.3,8.23,417.73,5.457035325155246,,27.08348457350272,2.0387188447946514,3.4471601373886207,0.28000000000000025,-2.9401464563590927,-2.097252943762939,9.894483760156447,-0.24215390667108233
1986-10-01,0.0498,110.3,,2945.9,8243.0,241274.0,7.43,237.4,8.24667,423.51,1.0884354487711079,,26.70806890299184,-1.3958390922853336,3.416447690177972,-0.020000000000000462,-0.18003260192203,0.690130379269078,1.2834806217780326,-0.21360510692136464
1986-11-01,0.0364,110.4,,2941.7,8159.0,241467.0,7.25,245.1,8.26333,397.56,1.0874491002461184,,26.64583333333333,-0.23329351847487523,3.3789296259944424,-0.17999999999999972,3.381917120304047,1.9685459083128212,-6.413746804795117,-0.227556307171647
1986-12-01,0.0258,110.5,,3010.8,7883.0,241620.0,7.11,248.6,8.28,390.92,1.0864645377751003,,27.247058823529414,2.2312791531617915,3.262561046271004,-0.13999999999999968,1.604519976163186,1.6336279551854058,-1.7748317743982334,-0.2387075074219293
1987-01-01,0.2129,111.2,,2949.9,7892.0,241784.0,7.08,264.5,8.3,408.26,7.577833030408598,,26.527877697841728,-2.674941356483096,3.264070409952685,-0.03000000000000025,5.829279505717501,0.2010139141326188,3.708643001612888,-0.05215870767221151
1987-02-01,0.3132,111.6,,3016.5,7865.0,241930.0,7.25,280.9,8.32,401.12,4.308801756874203,,27.02956989247312,1.8735279295867713,3.250940354648039,0.16999999999999993,5.903203033214104,-1.1290668130728498,-2.1234260066183452,0.04759009207750614
1987-03-01,0.0985,112.1,,3028.4,7862.0,242079.0,7.25,292.5,8.34,408.91,5.364336157084537,,27.015165031222125,-0.05330717825686726,3.2477001309489877,0.0,3.8368902419984487,0.15713865357628856,1.476416838784811,-0.16766110817277616
1987-04-01,0.1848,112.7,,3054.1,7542.0,242252.0,8.02,289.3,8.4,438.35,6.405709161139939,,27.099378881987576,0.31124319881090656,3.1132869904066838,0.7699999999999996,-1.3921834659008057,-6.089642430094991,6.418450413824317,-0.0819123084230585
1987-05-01,0.1618,113.1,18.58,3063.9,7574.0,242423.0,8.61,289.1,8.46,460.23,4.251554491613163,,27.090185676392576,-0.03392980090581865,3.1242910119914367,0.5899999999999999,-0.17988910425648735,-4.405962874301096,4.516572441385325,-0.10546350867334081
1987-06-01,0.2604,113.5,18.86047619047619,3088.4,7398.0,242608.0,8.4,301.4,8.52,449.59,4.236544559259059,1.4982792200568085,27.21057268722467,0.44340893831149586,3.0493635824045375,-0.20999999999999908,4.048808664507609,2.044454620061738,-2.692076198493254,-0.0074147089236230035
1987-07-01,0.3428,113.8,19.856521739130436,3110.7,7268.0,242804.0,8.45,310.1,8.56667,450.52,3.167621724927372,5.146397867554331,27.334797891036906,0.45549390269084,2.993360900149915,0.049999999999998934,2.8116334970264485,0.036031522922727516,-0.057326993051898256,0.07443409082609465
1987-08-01,0.2076,114.4,18.97952380952381,3147.0,7261.0,243012.0,8.76,329.4,8.61333,461.15,6.310268704160293,-4.517180046094271,27.508741258741257,0.6343279578597816,2.9879182921008014,0.3100000000000005,5.729610894161132,-2.3016890586800285,1.8062341248764824,-0.061317109424187666
1987-09-01,0.2595,115.0,18.313181818181818,3142.9,7102.0,243223.0,9.42,318.7,8.66,460.38,6.277259301063509,-3.5739585324502166,27.329565217391306,-0.6534726926157752,2.919954116181447,0.6600000000000001,-3.5991798155963233,-5.073104941755294,-0.6902183681651408,-0.009968309674469988
1987-10-01,0.2671,115.3,18.757727272727273,3151.1,7227.0,243446.0,9.52,280.2,8.71,465.35,3.1263586941154387,2.398467025356066,27.32957502168257,3.58742973993742e-05,2.9686254857340026,0.09999999999999964,-12.876482415469482,-0.2755298911762837,0.813227630232749,-0.002919509924752206
1987-11-01,0.1834,115.4,17.780952380952378,3160.9,7035.0,243639.0,8.86,245.0,8.76,467.57,1.0403121587835074,-5.347799534572051,27.390814558058924,0.22382721473102052,2.887468755002278,-0.6600000000000001,-13.213718850627258,5.986640653434709,0.38923327095465865,-0.08717071017503453
1987-12-01,0.3664,115.4,17.05409090909091,3190.9,6936.0,243809.0,8.99,241.0,8.81,486.24,0.0,-4.173768241765341,27.650779896013866,0.9446211491844103,2.844849861982125,0.13000000000000078,-1.3419573013206887,-0.3016666666666729,3.9153259028230636,0.09527808957468314
1988-01-01,0.453,115.7,16.749444444444446,3230.7,6953.0,243981.0,8.67,250.5,8.85667,476.58,3.115536150757947,-1.8025020741377684,27.92307692307692,0.9799543228633745,2.8498120755304717,-0.3200000000000003,3.9007705655178477,3.0495386541035066,-2.2663009421019176,0.18132688932440083
1988-02-01,0.3269,116.0,15.729523809523808,3238.5,6929.0,244131.0,8.21,258.1,8.90333,442.07,3.107468288080284,-6.282564637075616,27.91810344827586,-0.017812928670668526,2.838230294391126,-0.4599999999999991,3.016914380425717,4.143544309326636,-7.775691620077652,0.054675689074118516
1988-03-01,0.3805,116.5,14.731304347826086,3277.8,6876.0,244279.0,8.37,265.7,8.95,443.61,5.1612982792693884,-6.556466687076101,28.135622317596567,0.7761124107364736,2.814814208343738,0.15999999999999837,2.7522782290925885,-1.0259415232724358,-0.0823524424937716,0.10772448882383628
1988-04-01,0.3216,117.1,16.59526315789474,3280.4,6601.0,244445.0,8.72,262.6,9.04333,451.55,6.1643971174987655,11.914252572418516,28.013663535439797,-0.4344097065387409,2.7004029536296508,0.3500000000000014,-1.4007193370760451,-2.6161997597915754,1.2603313045386422,0.04827328857355395
1988-05-01,0.3142,117.5,16.314090909090908,3311.0,6779.0,244610.0,9.09,256.1,9.13667,451.07,4.0920755766507,-1.7088095386292856,28.17872340425532,0.5874829404448167,2.7713503127427335,0.3699999999999992,-2.550542721504783,-2.574339631387552,-0.447363357558217,0.04032208832327161
1988-06-01,0.3294,118.0,15.543636363636363,3335.6,6546.0,244806.0,8.92,270.7,9.23,451.33,5.095549057741877,-4.837788952182587,28.26779661016949,0.3156023784133044,2.6739540697531923,-0.16999999999999993,5.4034282232604305,1.6928709118548428,-0.36700497307542435,0.05497088807298933
1988-07-01,0.2518,118.5,14.907619047619047,3359.3,6605.0,245021.0,9.06,269.1,9.30667,437.63,5.074003331425203,-4.177889006306312,28.348523206751057,0.28517095971616335,2.6956873084347874,0.14000000000000057,-0.7278584301434219,-0.7995002776187714,-3.5053310845370333,-0.023180312177292994
1988-08-01,0.2541,119.0,14.89391304347826,3384.3,6843.0,245240.0,9.26,263.7,9.38333,431.28,5.052639043612217,-0.09198188244310401,28.439495798319328,0.320393882312775,2.7903278421138475,0.1999999999999993,-2.1520605321107706,-1.2660532536343458,-1.8826805909545996,-0.02143151242757524
1988-09-01,0.2531,119.8,13.179545454545455,3391.4,6604.0,245464.0,8.98,268.0,9.46,413.46,8.040231083782956,-12.228656794808934,28.308848080133558,-0.46044673757767995,2.6904148877228433,-0.27999999999999936,1.241191900022883,2.3416474096847484,-4.889694911606135,-0.022982712677857564
1988-10-01,0.2518,120.2,12.405714285714286,3430.4,6568.0,245693.0,8.8,277.4,9.55,406.78,4.0000037037099645,-6.050884500935583,28.53910149750416,0.8100720543642748,2.6732548342850633,-0.17999999999999972,3.4004985211964183,1.8549996913575006,-1.96216122595807,-0.024833912928139856
1988-11-01,0.0239,120.3,13.024545454545455,3447.0,6537.0,245884.0,8.96,271.0,9.64,420.17,0.9979210554316609,4.8678493152132685,28.653366583541146,0.39958142009113296,2.658570708138797,0.16000000000000014,-2.1213343198866657,-0.6298267546193062,3.1555291651298667,-0.2532851131784222
1988-12-01,0.1712,120.5,15.306666666666667,3476.3,6518.0,246056.0,9.11,276.5,9.75,419.05,1.993355940091135,16.14527742362908,28.84896265560166,0.6803092293147905,2.648990473713301,0.14999999999999858,2.13650783093513,-0.6194463283409164,-0.43302766933344117,-0.10653631342870443
1989-01-01,-0.031,121.1,17.171904761904763,3499.9,6682.0,246224.0,9.09,285.4,9.81333,404.01,5.960277154004956,11.498614087659398,28.900908340214702,0.1798989252336014,2.713789070115017,-0.019999999999999574,2.9575262255915447,0.4224769038329169,-4.151751204319254,-0.30928751367898677
1989-02-01,0.2337,121.6,16.8885,3503.9,6359.0,246378.0,9.17,294.0,9.89667,387.51,4.944382767623878,-1.6641687290637197,28.81496710526316,-0.29780817775257873,2.580993432855206,0.08000000000000007,2.836899472350825,-0.2945318973019905,-4.581829419104633,-0.045138713929269075
1989-03-01,0.1814,122.3,18.700952380952383,3514.5,6205.0,246530.0,9.36,292.7,10.01,390.15,6.88808779327168,10.194153509721637,28.736713000817662,-0.27194393813569917,2.5169350586135564,0.1899999999999995,-0.7325796876800409,-1.3298406494393025,0.10495524896763087,-0.09798991417955139
1989-04-01,0.1448,123.1,20.319499999999998,3558.6,6468.0,246721.0,9.18,302.3,10.0867,384.4,7.823988596737763,8.300656408195417,28.908204711616573,0.594995095949491,2.6215847049906573,-0.17999999999999972,2.8528402639949517,1.5680009502718508,-2.136759396391419,-0.1351411144298337
1989-05-01,0.0338,123.8,18.633181818181818,3567.5,6375.0,246906.0,8.86,313.9,10.1933,371.05,6.804392472105292,-8.663705605192495,28.81663974151858,-0.317246578183239,2.5819542659959662,-0.3200000000000003,3.468667018275758,2.757967293991228,-4.1017179740082454,-0.24669231468011593
1989-06-01,0.0927,124.1,17.670909090909092,3582.4,6577.0,247114.0,8.28,323.7,10.37,367.6,2.90439835207863,-5.302422677944962,28.867042707493958,0.17475645334328327,2.6615246404493473,-0.5800000000000001,3.0988460901166395,5.136300137326781,-1.176176589467648,-0.18834351493039825
1989-07-01,0.2586,124.4,17.622857142857143,3601.7,6495.0,247342.0,8.02,331.9,10.4233,375.04,2.89738571342113,-0.2722972517247957,28.952572347266877,0.29585012655903853,2.6259187683450445,-0.2599999999999998,2.5215729549893293,2.5285511905482374,1.7622808372543375,-0.02299471518068058
1989-08-01,0.2504,124.6,16.77,3636.8,6511.0,247573.0,8.11,346.6,10.5467,365.14,1.9277112579285216,-4.960518492458865,29.187800963081866,0.809179184540687,2.6299313737766234,0.08999999999999986,4.426377498041316,-0.21230927149404238,-2.8358271311502037,-0.03174591543096289
1989-09-01,0.2928,125.0,17.766190476190474,3638.1,6590.0,247816.0,8.19,347.3,10.73,361.75,3.846157138738704,5.770566384355247,29.1048,-0.2847737716371146,2.6592310423862866,0.08000000000000007,0.13837661392562434,-0.28467976156155933,-1.2532607122720307,0.010102884318754779
1989-10-01,0.2545,125.6,18.907727272727275,3650.0,6630.0,248067.0,8.01,347.4,10.7967,366.88,5.746220078155773,6.2273449239222955,29.06050955414013,-0.15229164861159106,2.6726650461367294,-0.17999999999999972,-0.1914088659420296,1.64364832682035,0.9292936866204471,-0.028748315931527435
1989-11-01,0.1086,125.9,18.727272727272727,3659.7,6725.0,248281.0,7.87,340.2,10.9233,394.26,2.86282441944401,-0.9589792926682161,29.068308181096107,0.02683222300610133,2.7086245020762765,-0.13999999999999968,-2.0656728721253597,1.5489312983796633,6.959008401203448,-0.17519951618180976
1989-12-01,0.2785,126.1,19.838947368421053,3700.7,6667.0,248479.0,7.84,348.6,11.06,409.39,1.904762304687324,5.766614843083051,29.347343378271212,0.9553512184113266,2.683124127189823,-0.03000000000000025,2.5444571193820167,0.7371031412760582,3.6070354881212907,-0.005850716432092062
1990-01-01,0.28,127.4,21.251818181818184,3747.2,6752.0,248659.0,8.21,339.97,11.14,410.11,12.307800200626318,6.879540878553492,29.412872841444266,0.22304033087219288,2.7153652190349034,0.370000000000001,-3.2597343140465753,-3.332316683385535,-0.8499330709571318,-0.004901916682374385
1990-02-01,0.2734,128.0,19.813499999999998,3744.8,6651.0,248827.0,8.47,330.45,11.23,416.81,5.638224937865033,-7.007892965768514,29.25625,-0.5339204199091618,2.6729414412423087,0.2599999999999998,-3.027254306397841,-1.8656854114887509,1.1506545295013382,-0.012053116932656649
1990-03-01,0.6284,128.7,18.387272727272727,3771.5,6598.0,249012.0,8.59,338.46,11.32,393.06,6.544620818957014,-7.470479787423701,29.304584304584306,0.16507386253610257,2.649671501775015,0.11999999999999922,2.12799614061637,-0.7995517349130781,-6.412206118442665,0.342395682817061
1990-04-01,0.4896,128.9,16.612105263157893,3786.7,6797.0,249306.0,8.79,338.18,11.4367,374.24,1.863354411673157,-10.152706335378836,29.37703646237393,0.24693317484429933,2.726368398674721,0.1999999999999993,0.04338205067202848,-1.0394462009727576,-5.061776447903199,0.2030444825667787
1990-05-01,0.4007,129.2,16.352272727272727,3792.5,6742.0,249565.0,8.76,350.25,11.5533,369.05,2.7896176840311426,-1.5764769912704146,29.35371517027864,-0.07941765658614486,2.70150061106325,-0.02999999999999936,3.5489256870492785,0.7400318596640664,-1.6289848023166797,0.1135932823164964
1990-06-01,0.3107,129.9,15.104761904761904,3821.3,6590.0,249849.0,8.48,360.39,11.66,352.33,6.483998793662948,-7.935684037189139,29.41724403387221,0.2161914292285072,2.637593106236167,-0.27999999999999936,2.5828785996285064,2.429666767194749,-5.176723212467671,0.023042082066214054
1990-07-01,0.3742,130.4,17.16909090909091,3838.5,6922.0,250132.0,8.47,360.03,11.7267,362.53,4.6100709791986105,12.810067499928257,29.436349693251532,0.06492606089292252,2.7673388450897924,-0.009999999999999787,-0.21305322343703062,0.40249408506678064,2.469726725567778,0.08599088181593184
