date,temp_anom,cpi,oil,pce_nom,unemploy,pop,y10,sp500,div,gold,infl,dloil,pce_real,act,unrate,dy10,ret_eq,ret_bond,ret_gold,temp_shock
1919-06-01,-0.3695,16.9,,,,,,9.21,0.55,19.95,0.0,,,,,,3.136830732032361,,0.0,-0.1875353046932658
1919-07-01,-0.3206,17.4,,,,,,9.51,0.5467,19.95,34.98790114974675,,,,,,0.7676575056249392,,-2.9156584291455623,-0.13918650494354806
1919-08-01,-0.2578,17.7,,,,,,8.87,0.5433,19.95,20.513320031160198,,,,,,-8.167221218998218,,-1.7094433359300165,-0.07693770519383036
1919-09-01,-0.2943,17.8,,,,,,9.01,0.54,19.95,6.760581261907461,,,,,,1.500847729563232,,-0.5633817718256218,-0.11398890544411266
1919-10-01,-0.2724,18.1,,,,,,9.47,0.5367,19.95,20.05617716848871,,,,,,3.7792046002358464,,-1.671348097374059,-0.09264010569439496
1919-11-01,-0.561,18.5,,,,,,9.19,0.5333,19.95,26.230552574998534,,,,,,-4.704754758797602,,-2.185879381249878,-0.38179130594467736
1919-12-01,-0.519,18.9,,,,,,8.92,0.53,19.95,25.66942797758127,,,,,,-4.627197769299948,,-2.1391189981317726,-0.3403425061949596
1920-01-01,-0.2755,19.3,,,,,,8.83,0.5283,20.68,25.13180861429163,,,,,,-2.6110650265570117,,1.4994732459113091,-0.09739370644524192
1920-02-01,-0.5446,19.5,,,,,,8.1,0.5267,20.68,12.37124359063344,,,,,,-9.119622678162639,,-1.03093696588612,-0.36704490669552414
1920-03-01,-0.1686,19.7,,,,,,8.67,0.525,20.68,12.245004209090027,,,,,,6.283400596583657,,-1.020417017424169,0.008403893054193506
1920-04-01,-0.3418,20.3,,,,,,8.6,0.5233,20.68,36.002700364558926,,,,,,-3.30509142910713,,-3.0002250303799105,-0.16534730719608876
1920-05-01,-0.2598,20.6,,,,,,8.06,0.5217,20.68,17.604227697352393,,,,,,-7.4139410982668155,,-1.467018974779366,-0.08389850744637106
1920-06-01,-0.2526,20.9,,,,,,7.92,0.52,20.68,17.34969981027561,,,,,,-2.652396702415818,,-1.4458083175229675,-0.0772497076966534
1920-07-01,-0.3184,20.8,,,,,,7.91,0.5183,20.68,-5.755406716191125,,,,,,0.8978282042123374,,0.4796172263492604,-0.1436009079469357
1920-08-01,-0.2337,20.3,,,,,,7.6,0.5167,20.68,-29.198520791436877,,,,,,-0.9997852632315409,,2.433210065953073,-0.059452108197217995
1920-09-01,-0.2052,20.0,,,,,,7.87,0.515,20.68,-17.86633499250101,,,,,,5.523681057967365,,1.4888612493750841,-0.03150330844750027
1920-10-01,-0.2222,19.9,,,,,,7.88,0.5133,20.68,-6.015050188252857,,,,,,1.1696002640132328,,0.5012541823544048,-0.049054508697782606
1920-11-01,-0.3387,19.8,,,,,,7.48,0.5117,20.68,-6.045352835948492,,,,,,-4.137274810338097,,0.5037794029957077,-0.16610570894806487
1920-12-01,-0.4916,19.4,,,,,,6.81,0.51,20.68,-24.490645957448898,,,,,,-6.721037116037475,,2.0408871631207415,-0.31955690919834717
1921-01-01,-0.2301,19.0,,,,,,7.11,0.5058,20.58,-25.000904283410463,,,,,,6.985497754706313,,1.5986767668517032,-0.058608109448629514
1921-02-01,-0.2953,18.4,,,,,,7.06,0.5017,20.58,-38.505977461800356,,,,,,3.09355171900777,,3.2088314551500297,-0.12435930969891179
1921-03-01,-0.3482,18.3,,,,,,6.88,0.4975,20.58,-6.5395257210774105,,,,,,-1.436895749976886,,0.5449604767564509,-0.17781050994919412
1921-04-01,-0.2941,18.1,,,,,,6.91,0.4933,20.58,-13.186945890714341,,,,,,2.1271588914731216,,1.0989121575595284,-0.12426171019947635
1921-05-01,-0.3004,17.7,,,,,,7.12,0.4892,20.58,-26.81675843039617,,,,,,5.799471250280245,,2.234729869199681,-0.1311129104497587
1921-06-01,-0.1594,17.6,,,,,,6.55,0.485,20.58,-6.798885042812408,,,,,,-7.1625414260755695,,0.5665737535677007,0.009335889299959044
1921-07-01,-0.1521,17.7,,,,,,6.53,0.4808,20.58,6.798885042812408,,,,,,-0.260680760436534,,-0.5665737535677007,0.016084689049676693
1921-08-01,-0.3168,17.7,,,,,,6.45,0.4767,20.58,0.0,,,,,,-0.6186786351452979,,0.0,-0.14916651120060564
1921-09-01,-0.1971,17.5,,,,,,6.61,0.4725,20.58,-13.636510380377764,,,,,,4.18064931311271,,1.1363758650314804,-0.030017711450887885
1921-10-01,-0.1293,17.5,,,,,,6.7,0.4683,20.58,0.0,,,,,,1.9331601842824768,,0.0,0.03723108829882979
1921-11-01,-0.1936,17.4,,,,,,7.06,0.4642,20.58,-6.876809650782434,,,,,,6.353246915270752,,0.5730674708985362,-0.027620111951452475
1921-12-01,-0.2804,17.3,,,,,,7.31,0.46,20.58,-6.916445660099768,,,,,,4.579218335339031,,0.5763704716749807,-0.11497131220173479
1922-01-01,-0.4184,16.9,,,,,,7.3,0.4642,20.66,-28.07145548964698,,,,,,2.730904996884477,,2.727261286029492,-0.25352251245201707
1922-02-01,-0.4057,16.9,,,,,,7.46,0.4683,20.66,0.0,,,,,,2.6898663937186815,,0.0,-0.2413737127022994
1922-03-01,-0.3304,16.7,,,,,,7.74,0.4725,20.66,-14.285883007581646,,,,,,5.382548906375351,,1.1904902506318038,-0.16662491295258175
1922-04-01,-0.2948,16.7,,,,,,8.21,0.4767,20.66,0.0,,,,,,6.377817885605285,,0.0,-0.131576113202864
1922-05-01,-0.4678,16.7,,,,,,8.53,0.4808,20.66,0.0,,,,,,4.292258818938466,,0.0,-0.3051273134531463
1922-06-01,-0.2967,16.7,,,,,,8.45,0.485,20.66,0.0,,,,,,-0.46512850386881827,,0.0,-0.1345785137034286
1922-07-01,-0.2639,16.8,,,,,,8.51,0.4892,20.66,7.16420038380452,,,,,,0.5884339189077038,,-0.5970166986503767,-0.10232971395371093
1922-08-01,-0.354,16.6,,,,,,8.83,0.4933,20.66,-14.371429256058654,,,,,,5.353399000212051,,1.1976191046715545,-0.19298091420399316
1922-09-01,-0.3167,16.6,,,,,,9.06,0.4975,20.66,0.0,,,,,,3.027964247750542,,0.0,-0.15623211445427548
1922-10-01,-0.3473,16.7,,,,,,9.26,0.5017,20.66,7.2072288722541344,,,,,,2.033368158668424,,-0.6006024060211779,-0.18738331470455782
1922-11-01,-0.2544,16.8,,,,,,8.8,0.5058,20.66,7.16420038380452,,,,,,-5.214415589676306,,-0.5970166986503767,-0.09503451495484011
1922-12-01,-0.3075,16.9,,,,,,8.78,0.51,20.66,7.121682623777126,,,,,,-0.3381180436687084,,-0.5934735519814271,-0.14868571520512242
1923-01-01,-0.4036,16.8,,,,,,8.9,0.5117,21.32,-7.121682623777126,,,,,,2.4289361851562035,,3.738087112596533,-0.2453369154554047
1923-02-01,-0.4884,16.8,,,,,,9.28,0.5133,21.32,0.0,,,,,,4.640905442274534,,0.0,-0.330688115705687
1923-03-01,-0.4596,16.8,,,,,,9.43,0.515,21.32,0.0,,,,,,2.057530312496473,,0.0,-0.3024393159559693
1923-04-01,-0.4076,16.9,,,,,,9.1,0.5167,21.32,7.121682623777126,,,,,,-3.6835892894599596,,-0.5934735519814271,-0.2509905162062516
1923-05-01,-0.4008,16.9,,,,,,8.67,0.5183,21.32,0.0,,,,,,-4.34362527345088,,0.0,-0.24474171645653392
1923-06-01,-0.26,17.0,,,,,,8.34,0.52,21.32,7.079666552626307,,,,,,-3.9522905042000565,,-0.5899722127188589,-0.10449291670681621
1923-07-01,-0.4143,17.2,,,,,,8.06,0.5217,21.32,14.035247715829335,,,,,,-4.046627410925898,,-1.1696039763191113,-0.2593441169570985
1923-08-01,-0.3212,17.1,,,,,,8.1,0.5233,21.32,-6.99710437295149,,,,,,1.615072977857669,,0.5830920310792909,-0.16679531720738078
1923-09-01,-0.3336,17.2,,,,,,8.15,0.525,21.32,6.99710437295149,,,,,,0.5676686540687035,,-0.5830920310792909,-0.17974651745766312
1923-10-01,-0.1685,17.3,,,,,,8.03,0.5267,21.32,6.956541221191337,,,,,,-1.5179440150654084,,-0.5797117684326114,-0.015197717707945396
1923-11-01,-0.0251,17.3,,,,,,8.27,0.5283,21.32,0.0,,,,,,3.4759319843439274,,0.0,0.12765108204177228
1923-12-01,-0.0919,17.3,,,,,,8.55,0.53,21.32,0.0,,,,,,3.84491695043776,,0.0,0.06029988179148997
1924-01-01,-0.3281,17.3,,,,,,8.83,0.5317,20.69,0.0,,,,,,3.722911510347695,,-2.9995107540191857,-0.1764513184587923
1924-02-01,-0.3097,17.2,,,,,,8.87,0.5333,20.69,-6.956541221191337,,,,,,1.531472389361596,,0.5797117684326114,-0.1586025187090746
1924-03-01,-0.1775,17.1,,,,,,8.7,0.535,20.69,-6.99710437295149,,,,,,-0.840941494931097,,0.5830920310792909,-0.026953718959356887
1924-04-01,-0.338,17.0,,,,,,8.5,0.5367,20.69,-7.038143342877845,,,,,,-1.2143772721357644,,0.5865119452398204,-0.18800491920963924
1924-05-01,-0.2118,17.0,,,,,,8.47,0.5383,20.69,0.0,,,,,,0.17465131732657288,,0.0,-0.06235611945992148
1924-06-01,-0.2697,17.0,,,,,,8.63,0.54,20.69,0.0,,,,,,2.3914817168959956,,0.0,-0.12080731971020381
1924-07-01,-0.2963,17.1,,,,,,9.03,0.5417,20.69,7.038143342877845,,,,,,4.442936613330887,,-0.5865119452398204,-0.14795851996048615
1924-08-01,-0.3136,17.0,,,,,,9.34,0.5433,20.69,-7.038143342877845,,,,,,4.445472371046262,,0.5865119452398204,-0.1658097202107684
1924-09-01,-0.3255,17.1,,,,,,9.25,0.545,20.69,7.038143342877845,,,,,,-1.0649924556536756,,-0.5865119452398204,-0.17826092046105074
1924-10-01,-0.3591,17.2,,,,,,9.13,0.5467,20.69,6.99710437295149,,,,,,-1.3911225976707522,,-0.5830920310792909,-0.21241212071133297
1924-11-01,-0.2828,17.2,,,,,,9.64,0.5483,20.69,0.0,,,,,,5.908401598153092,,0.0,-0.13666332096161532
1924-12-01,-0.49,17.3,,,,,,10.16,0.55,20.69,6.956541221191337,,,,,,5.124122593841511,,-0.5797117684326114,-0.3444145212118976
1925-01-01,-0.4845,17.3,,,,,,10.58,0.5542,20.64,0.0,,,,,,4.486263900770247,,-0.2419551144089649,-0.3394657214621799
1925-02-01,-0.4742,17.2,,,,,,10.67,0.5583,20.64,-6.956541221191337,,,,,,1.861863389771264,,0.5797117684326114,-0.32971692171246225
1925-03-01,-0.374,17.3,,,,,,10.39,0.5625,20.64,6.956541221191337,,,,,,-2.7887974853428217,,-0.5797117684326114,-0.2300681219627445
1925-04-01,-0.3008,17.2,,,,,,10.28,0.5667,20.64,-6.956541221191337,,,,,,-0.026307542768193304,,0.5797117684326114,-0.15741932221302685
1925-05-01,-0.3074,17.3,,,,,,10.61,0.5708,20.64,6.956541221191337,,,,,,3.02727473020319,,-0.5797117684326114,-0.1645705224633091
1925-06-01,-0.3401,17.5,,,,,,10.8,0.575,20.64,13.793255310882202,,,,,,1.0681717209335706,,-1.1494379425735168,-0.19782172271359144
1925-07-01,-0.3373,17.7,,,,,,11.1,0.5792,20.64,13.636510380377764,,,,,,2.037413713678248,,-1.1363758650314804,-0.19557292296387369
1925-08-01,-0.1661,17.7,,,,,,11.25,0.5833,20.64,0.0,,,,,,1.7734453473458551,,0.0,-0.02492412321415602
1925-09-01,-0.2543,17.7,,,,,,11.51,0.5875,20.64,0.0,,,,,,2.709262096044977,,0.0,-0.11367532346443837
1925-10-01,-0.2828,17.7,,,,,,11.89,0.5917,20.64,0.0,,,,,,3.6619955021196047,,0.0,-0.14272652371472067
1925-11-01,-0.0523,18.0,,,,,,12.26,0.5958,20.64,20.168541979657384,,,,,,1.7878678604120415,,-1.6807118316381153,0.08722227603499712
1925-12-01,0.0186,17.9,,,,,,12.46,0.6,20.64,-6.68525405934659,,,,,,2.575743902020997,,0.5571045049455492,0.1575710757847148
1926-01-01,0.0818,17.9,,,,,,12.65,0.6075,20.63,0.0,,,,,,1.9127691492763519,,-0.0484613530201905,0.22021987553443245
1926-02-01,-0.0368,17.9,,,,,,12.67,0.615,20.63,0.0,,,,,,0.5616608350475037,,0.0,0.10106867528415014
1926-03-01,0.0212,17.8,,,,,,11.81,0.6225,20.63,-6.722706658403332,,,,,,-6.030526327533105,,0.5602255548669444,0.15851747503386782
1926-04-01,-0.16,17.9,,,,,,11.48,0.63,20.63,6.722706658403332,,,,,,-2.9379749308101806,,-0.5602255548669444,-0.023233725216414397
1926-05-01,-0.2666,17.8,,,,,,11.56,0.6375,20.63,-6.722706658403332,,,,,,1.7131788662131102,,0.5602255548669444,-0.13038492546669672
1926-06-01,-0.1807,17.7,,,,,,12.11,0.645,20.63,-6.760581261907461,,,,,,5.6543171628086535,,0.5633817718256218,-0.04503612571697904
1926-07-01,-0.2092,17.5,,,,,,12.62,0.6525,20.63,-13.636510380377764,,,,,,5.691443968210503,,1.1363758650314804,-0.07408732596726136
1926-08-01,-0.1015,17.4,,,,,,13.12,0.66,20.63,-6.876809650782434,,,,,,4.876891202334437,,0.5730674708985362,0.03306147378245641
1926-09-01,-0.1179,17.5,,,,,,13.32,0.6675,20.63,6.876809650782434,,,,,,1.356556243734016,,-0.5730674708985362,0.01611027353217409
1926-10-01,-0.0691,17.6,,,,,,13.02,0.675,20.63,6.837625337565356,,,,,,-2.4167078551047374,,-0.5698021114637797,0.06435907328189178
1926-11-01,-0.1098,17.7,,,,,,13.19,0.6825,20.63,6.798885042812408,,,,,,1.1609301242764658,,-0.5665737535677007,0.023107873031609452
1926-12-01,-0.3168,17.7,,,,,,13.49,0.69,20.63,0.0,,,,,,2.6743061728909066,,0.0,-0.1844433272186729
1927-01-01,-0.3099,17.5,,,,,,13.4,0.6967,20.64,-13.636510380377764,,,,,,0.8993147660063181,,1.1848372180516709,-0.1780945274689551
1927-02-01,-0.2064,17.4,,,,,,13.66,0.7033,20.64,-6.876809650782434,,,,,,2.922915147462548,,0.5730674708985362,-0.07514572771923742
1927-03-01,-0.4084,17.3,,,,,,13.87,0.71,20.64,-6.916445660099768,,,,,,2.52768136522131,,0.5763704716749807,-0.2776969279695197
1927-04-01,-0.3155,17.3,,,,,,14.21,0.7167,20.64,0.0,,,,,,2.8411925777994855,,0.0,-0.18534812821980207
1927-05-01,-0.2315,17.4,,,,,,14.7,0.7233,20.64,6.916445660099768,,,,,,3.2229803609318557,,-0.5763704716749807,-0.1018993284700844
1927-06-01,-0.2498,17.6,,,,,,14.89,0.73,20.64,13.71443498834779,,,,,,0.5490850034979119,,-1.1428695823623158,-0.1207505287203666
1927-07-01,-0.2109,17.3,,,,,,15.22,0.7367,20.64,-20.630880648447558,,,,,,4.313841109694243,,1.7192400540372965,-0.08240172897064893
1927-08-01,-0.2071,17.2,,,,,,16.03,0.7433,20.64,-6.956541221191337,,,,,,6.150539434211493,,0.5797117684326114,-0.07915292922093126
1927-09-01,-0.1089,17.3,,,,,,16.94,0.75,20.64,6.956541221191337,,,,,,5.3101307761869085,,-0.5797117684326114,0.01849587052878643
1927-10-01,-0.0214,17.4,,,,,,16.68,0.7567,20.64,6.916445660099768,,,,,,-1.745764942923851,,-0.5763704716749807,0.10544467027850421
1927-11-01,-0.1204,17.3,,,,,,17.06,0.7633,20.64,-6.916445660099768,,,,,,3.2011423425429633,,0.5763704716749807,0.005893470028221895
1927-12-01,-0.3198,17.3,,,,,,17.46,0.77,20.64,0.0,,,,,,2.684433860907924,,0.0,-0.1940577302220604
1928-01-01,-0.0248,17.3,,,,,,17.53,0.7767,20.66,0.0,,,,,,0.7686590799769394,,0.09685230781304455,0.10039106952765724
1928-02-01,-0.1227,17.1,,,,,,17.32,0.7833,20.66,-13.953645594142827,,,,,,0.33379226308034965,,1.1628037995119023,0.0019398692773749115
1928-03-01,-0.3181,17.1,,,,,,18.25,0.79,20.66,0.0,,,,,,5.590399210689306,,0.0,-0.1940113309729073
1928-04-01,-0.236,17.1,,,,,,19.4,0.7967,20.66,0.0,,,,,,6.452439432545955,,0.0,-0.11246253122318961
1928-05-01,-0.3022,17.2,,,,,,20.0,0.8033,20.66,6.99710437295149,,,,,,2.7969781491623844,,-0.5830920310792909,-0.17921373147347197
1928-06-01,-0.3324,17.1,,,,,,19.02,0.81,20.66,-6.99710437295149,,,,,,-4.086768269844729,,0.5830920310792909,-0.20996493172375424
1928-07-01,-0.1904,17.1,,,,,,19.16,0.8167,20.66,0.0,,,,,,1.087952668006443,,0.0,-0.06851613197403661
1928-08-01,-0.1774,17.1,,,,,,19.78,0.8233,20.66,0.0,,,,,,3.530912298075043,,0.0,-0.05606733222431881
1928-09-01,-0.2067,17.3,,,,,,21.17,0.83,20.66,13.953645594142827,,,,,,5.954759726497001,,-1.1628037995119023,-0.08591853247460113
1928-10-01,-0.1866,17.2,,,,,,21.6,0.8367,20.66,-6.956541221191337,,,,,,2.912815764996669,,0.5797117684326114,-0.06636973272488345
1928-11-01,-0.1723,17.2,,,,,,23.06,0.8433,20.66,0.0,,,,,,6.84490508037787,,0.0,-0.05262093297516579
1928-12-01,-0.2315,17.1,,,,,,23.15,0.85,20.66,-6.99710437295149,,,,,,1.2781269697424924,,0.5830920310792909,-0.112372133225448
1929-01-01,-0.4341,17.1,,,,,,24.86,0.86,20.63,0.0,,,,,,7.41439686260715,,-0.14531366083323505,-0.3155233334757303
1929-02-01,-0.6011,17.1,,,,,,24.99,0.87,20.63,0.0,,,,,,0.811261898422299,,0.0,-0.4830745337260126
1929-03-01,-0.4851,17.0,,,,,,25.43,0.88,20.63,-7.038143342877845,,,,,,2.619853718118814,,0.5865119452398204,-0.36762573397629494
1929-04-01,-0.4408,16.9,,,,,,25.28,0.89,20.63,-7.079666552626307,,,,,,0.29132247727966615,,0.5899722127188589,-0.3238769342265773
1929-05-01,-0.4348,17.0,,,,,,25.66,0.9,20.63,7.079666552626307,,,,,,1.1938641698872487,,-0.5899722127188589,-0.3184281344768595
1929-06-01,-0.4039,17.1,,,,,,26.15,0.91,20.63,7.038143342877845,,,,,,1.594645143250039,,-0.5865119452398204,-0.2880793347271418
1929-07-01,-0.4356,17.3,,,,,,28.48,0.92,20.63,13.953645594142827,,,,,,7.641318880179211,,-1.1628037995119023,-0.32033053497742414
1929-08-01,-0.2621,17.3,,,,,,30.1,0.93,20.63,0.0,,,,,,5.789452704937023,,0.0,-0.14738173522770648
1929-09-01,-0.2734,17.3,,,,,,31.3,0.94,20.63,0.0,,,,,,4.159246175373543,,0.0,-0.15923293547798878
1929-10-01,-0.2142,17.3,,,,,,27.99,0.95,20.63,0.0,,,,,,-10.89463952985526,,0.0,-0.10058413572827102
1929-11-01,-0.1371,17.3,,,,,,20.58,0.96,20.63,0.0,,,,,,-30.364783983586978,,0.0,-0.02403533597855334
1929-12-01,-0.5616,17.2,,,,,,21.4,0.97,20.63,-6.956541221191337,,,,,,4.863845194556904,,0.5797117684326114,-0.44908653622883565
1930-01-01,-0.3582,17.1,,,,,,21.71,0.9708,20.65,-6.99710437295149,,,,,,2.3932449736716372,,0.6799912634674499,-0.246237736479118
1930-02-01,-0.338,17.0,,,,,,23.07,0.9717,20.65,-7.038143342877845,,,,,,7.012903183822987,,0.5865119452398204,-0.22658893672940023
1930-03-01,-0.2442,16.9,,,,,,23.94,0.9725,20.65,-7.079666552626307,,,,,,4.629683229197039,,0.5899722127188589,-0.13334013697968253
1930-04-01,-0.2242,17.0,,,,,,25.46,0.9733,20.65,7.079666552626307,,,,,,5.883882338596096,,-0.5899722127188589,-0.11389133722996486
1930-05-01,-0.2469,16.9,,,,,,23.94,0.9742,20.65,-7.079666552626307,,,,,,-5.22727910618861,,0.5899722127188589,-0.13714253748024718
1930-06-01,-0.1968,16.8,,,,,,21.52,0.975,20.65,-7.121682623777126,,,,,,-9.686478122394846,,0.5934735519814271,-0.0875937377305295
1930-07-01,-0.1798,16.6,,,,,,21.06,0.9758,20.65,-14.371429256058654,,,,,,-0.577728255287174,,1.1976191046715545,-0.0711449379808117
1930-08-01,-0.0902,16.5,,,,,,20.79,0.9767,20.65,-7.250777347155513,,,,,,-0.2953790745389356,,0.6042314455962927,0.01790386176890596
1930-09-01,-0.0928,16.6,,,,,,20.78,0.9775,20.65,7.250777347155513,,,,,,-0.2611058682342669,,-0.6042314455962927,0.014752661518623644
1930-10-01,-0.0811,16.5,,,,,,17.92,0.9783,20.65,-7.250777347155513,,,,,,-13.749219468545624,,0.6042314455962927,0.025901461268341308
1930-11-01,0.069,16.4,,,,,,16.62,0.9792,20.65,-7.294855291658386,,,,,,-6.433383825378948,,0.6079046076381989,0.175450261018059
1930-12-01,-0.0553,16.1,,,,,,15.51,0.98,20.65,-22.15447540768274,,,,,,-4.54081430955229,,1.8462062839735616,0.050599060767776774
1931-01-01,-0.1273,15.9,,,,,,15.98,0.9667,17.06,-15.000195317077392,,,,,,4.738165895294232,,-17.847861457927785,-0.021952139482505545
1931-02-01,-0.2538,15.7,,,,,,17.2,0.9533,17.06,-15.190076246308593,,,,,,9.083790843090448,,1.2658396871923827,-0.1490033397327879
1931-03-01,-0.114,15.6,,,,,,17.53,0.94,17.06,-7.667757718525259,,,,,,2.9852689113374544,,0.6389798098771049,-0.009754539983070201
1931-04-01,-0.1813,15.5,,,,,,15.86,0.9267,17.06,-7.717068396348381,,,,,,-8.882524073503626,,0.6430890330290318,-0.0776057402333524
1931-05-01,-0.2014,15.3,,,,,,14.33,0.9133,17.06,-15.584634632173255,,,,,,-8.316071422618615,,1.2987195526811046,-0.09825694048363473
1931-06-01,-0.0233,15.1,,,,,,13.87,0.9,17.06,-15.789701493013197,,,,,,-1.4076136183117285,,1.3158084577510998,0.07929185926608294
1931-07-01,-0.0103,15.1,,,,,,14.33,0.8867,17.06,0.0,,,,,,3.777019037264029,,0.0,0.09174065901580061
1931-08-01,-0.0356,15.1,,,,,,13.9,0.8733,17.06,0.0,,,,,,-2.524444835477675,,0.0,0.0658894587655183
1931-09-01,-0.0501,15.0,,,,,,11.83,0.86,17.06,-7.97345126240252,,,,,,-14.85658510850136,,0.6644542718668767,0.05083825851523608
1931-10-01,-0.0225,14.9,,,,,,10.25,0.8467,17.06,-8.026785780956125,,,,,,-12.98118291823627,,0.6688988150796771,0.07788705826495376
1931-11-01,-0.1493,14.7,,,,,,10.39,0.8333,17.06,-16.21646300006727,,,,,,3.374109284669159,,1.3513719166722726,-0.04946414198532856
1931-12-01,-0.101,14.6,,,,,,8.44,0.82,17.06,-8.19115808447961,,,,,,-19.297176465811695,,0.6825965070399675,-0.0017153422356109005
1932-01-01,0.0702,14.3,,,,,,8.3,0.7933,20.69,-24.91438973811526,,,,,,1.1968505015713062,,21.367594114234834,0.16893345751410677
1932-02-01,-0.1882,14.1,,,,,,8.23,0.7667,20.69,-16.901687858086767,,,,,,1.3348525167079464,,1.4084739881738972,-0.09001774273617544
1932-03-01,-0.2011,14.0,,,,,,8.26,0.74,20.69,-8.540961322636953,,,,,,1.8194008364348713,,0.7117467768864127,-0.10346894298645776
1932-04-01,-0.0769,13.9,,,,,,6.28,0.7133,20.69,-8.602187374334846,,,,,,-25.74653986776387,,0.7168489478612372,0.020179856763259924
1932-05-01,-0.1672,13.7,,,,,,5.51,0.6867,20.69,-17.391608763080235,,,,,,-10.598024805139183,,1.4493007302566863,-0.07067134348702239
1932-06-01,-0.2564,13.6,,,,,,4.77,0.66,20.69,-8.79124811048726,,,,,,-12.542784828180132,,0.7326040092072716,-0.16042254373730463
1932-07-01,-0.1337,13.6,,,,,,5.01,0.6333,20.69,0.0,,,,,,5.956844704473059,,0.0,-0.038273743987586956
1932-08-01,-0.1876,13.5,,,,,,7.53,0.6067,20.69,-8.856128757147275,,,,,,42.153104789355645,,0.7380107297622729,-0.09272494423786926
1932-09-01,-0.0026,13.4,,,,,,8.26,0.58,20.69,-8.921974185021675,,,,,,10.579896385550818,,0.7434978487518062,0.0917238555118484
1932-10-01,-0.0941,13.3,,,,,,7.12,0.5533,20.69,-8.988806074988887,,,,,,-13.457117934987215,,0.7490671729157405,-0.0003273447384339184
1932-11-01,-0.2959,13.2,,,,,,7.05,0.5267,20.69,-9.056646762459764,,,,,,0.38735653251887786,,0.7547205635383136,-0.20267854498871613
1932-12-01,-0.2664,13.1,,,,,,6.82,0.5,20.69,-9.125519262263282,,,,,,-1.9472650885199432,,0.7604599385219402,-0.17372974523899848
1933-01-01,-0.3241,12.9,,,,,,7.09,0.495,26.33,-18.46190260737508,,,,,,6.001198161235723,,25.64434005902454,-0.23198094548928078
1933-02-01,-0.3488,12.7,,,,,,6.25,0.49,26.33,-18.7503814836969,,,,,,-10.39664752774222,,1.5625317903080749,-0.2572321457395631
1933-03-01,-0.4006,12.6,,,,,,6.23,0.485,26.33,-9.486215408536403,,,,,,1.1166522209485226,,0.7905179507113669,-0.30958334598984544
1933-04-01,-0.3026,12.6,,,,,,6.89,0.48,26.33,0.0,,,,,,10.648348040244993,,0.0,-0.21213454624012762
1933-05-01,-0.2909,12.6,,,,,,8.87,0.475,26.33,0.0,,,,,,25.705639142803083,,0.0,-0.20098574649040996
1933-06-01,-0.327,12.7,,,,,,10.39,0.47,26.33,9.486215408536403,,,,,,15.402639226118117,,-0.7905179507113669,-0.2376369467406923
1933-07-01,-0.294,13.1,,,,,,11.23,0.465,26.33,37.21228409107198,,,,,,5.017936611579428,,-3.1010236742559982,-0.2051881469909746
1933-08-01,-0.154,13.2,,,,,,10.67,0.46,26.33,9.125519262263282,,,,,,-5.517111358829707,,-0.7604599385219402,-0.06573934724125682
1933-09-01,-0.3282,13.2,,,,,,10.58,0.455,26.33,0.0,,,,,,-0.48932394908852755,,0.0,-0.24049054749153914
1933-10-01,-0.2487,13.2,,,,,,9.55,0.45,26.33,0.0,,,,,,-9.850525973677867,,0.0,-0.16154174774182148
1933-11-01,-0.4061,13.2,,,,,,9.78,0.445,26.33,0.0,,,,,,2.7582910857822887,,0.0,-0.3194929479921038
1933-12-01,-0.5148,13.2,,,,,,9.97,0.44,26.33,0.0,,,,,,2.2912053490480493,,0.0,-0.42874414824238616
1934-01-01,-0.3303,13.2,,,,,,10.54,0.4408,34.69,0.0,,,,,,5.907603611649005,,27.574248747344043,-0.24479534849266832
1934-02-01,-0.1481,13.3,,,,,,11.32,0.4417,34.69,9.056646762459764,,,,,,6.7092668495944014,,-0.7547205635383136,-0.06314654874295067
1934-03-01,-0.4294,13.3,,,,,,10.74,0.4425,34.69,0.0,,,,,,-4.916843800277788,,0.0,-0.344997748993233
1934-04-01,-0.3849,13.3,,,,,,10.92,0.4433,34.69,0.0,,,,,,1.9998108486681796,,0.0,-0.30104894924351533
1934-05-01,-0.1496,13.3,,,,,,9.81,0.4442,34.69,0.0,,,,,,-10.34274374896476,,0.0,-0.06630014949379764
1934-06-01,-0.0905,13.4,,,,,,9.94,0.445,34.69,8.988806074988887,,,,,,0.9397851134243583,,-0.7490671729157405,-0.007751349744079844
1934-07-01,-0.18,13.4,,,,,,9.47,0.4458,34.69,0.0,,,,,,-4.452287356815653,,0.0,-0.09780254999436216
1934-08-01,-0.1165,13.4,,,,,,9.1,0.4467,34.69,0.0,,,,,,-3.577217833421055,,0.0,-0.0348537502446445
1934-09-01,-0.1392,13.6,,,,,,8.88,0.4475,34.69,17.77810294216895,,,,,,-3.5097223632526924,,-1.4815085785140791,-0.05810495049492681
1934-10-01,-0.0832,13.5,,,,,,8.95,0.4483,34.69,-8.856128757147275,,,,,,1.939751058319028,,0.7380107297622729,-0.0026561507452090294
1934-11-01,0.0356,13.5,,,,,,9.2,0.4492,34.69,0.0,,,,,,3.1610537001658066,,0.0,0.11559264900450864
1934-12-01,-0.1086,13.4,,,,,,9.26,0.45,34.69,-8.921974185021675,,,,,,1.7977041249611556,,0.7434978487518062,-0.029158551245773684
